,word_a,freq_a,word_b,freq_b,type,use_marker,d_type,count
49,SR,75987,Swift,66778,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
50,SR,75987,Mesa,56104,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,3.0
51,SR,75987,Maple,55629,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,2.0
52,SR,75987,Curry,52297,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,2.0
53,SR,75987,Ruby,48376,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,2.0
54,SR,75987,FOIL,48360,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,2.0
55,SR,75987,Miranda,46090,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,2.0
56,SR,75987,Transcript,44138,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
57,Swift,66778,Mesa,56104,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
58,Swift,66778,Maple,55629,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,144.0
59,Swift,66778,Curry,52297,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,4.0
60,Swift,66778,Ruby,48376,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,10.0
61,Swift,66778,FOIL,48360,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,43.0
62,Swift,66778,Miranda,46090,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,963.0
63,Swift,66778,Transcript,44138,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
64,USB,58101,Ethernet,26371,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,624.0
65,USB,58101,Bluetooth,25514,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,778.0
66,USB,58101,E6,2487,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,1.0
67,USB,58101,SPX,2322,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,4.0
68,USB,58101,AppleTalk,776,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,1.0
69,USB,58101,IPX,775,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,0.0
70,USB,58101,Frame relay,551,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,0.0
71,USB,58101,Token ring,319,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,False,compsci,105.0
72,USB,58101,FDDI,313,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,0.0
73,USB,58101,DECnet,211,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,0.0
74,Graph,57853,Stack,55526,https://en.wikipedia.org/wiki/List_of_data_structures,False,compsci,679.0
75,Graph,57853,Queue,34677,https://en.wikipedia.org/wiki/List_of_data_structures,False,compsci,277.0
76,Graph,57853,Integer,25232,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,2.0
77,Graph,57853,Boolean,9369,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,3.0
78,Graph,57853,Pagoda,7050,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
79,Graph,57853,Floating-point,4492,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
80,Graph,57853,Bitmap,4410,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
81,Graph,57853,Trie,4318,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,1.0
82,Graph,57853,Multimap,2011,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
83,Mesa,56104,Maple,55629,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,2.0
84,Mesa,56104,Curry,52297,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,43.0
85,Mesa,56104,Ruby,48376,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
86,Mesa,56104,FOIL,48360,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
87,Mesa,56104,Miranda,46090,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
88,Mesa,56104,Transcript,44138,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
89,Maple,55629,Curry,52297,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
90,Maple,55629,Ruby,48376,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,3.0
91,Maple,55629,FOIL,48360,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,155.0
92,Maple,55629,Miranda,46090,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
93,Maple,55629,Transcript,44138,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
94,Stack,55526,Queue,34677,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,29.0
95,Stack,55526,Integer,25232,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,9.0
96,Stack,55526,Boolean,9369,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,3.0
97,Stack,55526,Pagoda,7050,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
98,Stack,55526,Floating-point,4492,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,2.0
99,Stack,55526,Bitmap,4410,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,3.0
100,Stack,55526,Trie,4318,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
101,Stack,55526,Multimap,2011,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
102,Curry,52297,Ruby,48376,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,188.0
103,Curry,52297,FOIL,48360,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,2.0
104,Curry,52297,Miranda,46090,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
105,Curry,52297,Transcript,44138,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,34.0
106,Ruby,48376,FOIL,48360,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,3.0
107,Ruby,48376,Miranda,46090,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
108,Ruby,48376,Transcript,44138,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
109,FOIL,48360,Miranda,46090,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
110,FOIL,48360,Transcript,44138,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,4.0
111,Miranda,46090,Transcript,44138,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
112,Cyclone,42367,Pipelines,41734,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
113,Cyclone,42367,ACC,39309,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
114,Cyclone,42367,SOL,38077,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
115,Cyclone,42367,Oz,38043,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,2.0
116,Cyclone,42367,AMOS,33603,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
117,Cyclone,42367,Delphi,33148,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
118,Cyclone,42367,Python,29691,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
119,Cyclone,42367,SAS,28453,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
120,Cyclone,42367,Lava,27816,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
121,Cyclone,42367,Hume,27493,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
122,Pipelines,41734,ACC,39309,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,3.0
123,Pipelines,41734,SOL,38077,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
124,Pipelines,41734,Oz,38043,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
125,Pipelines,41734,AMOS,33603,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
126,Pipelines,41734,Delphi,33148,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
127,Pipelines,41734,Python,29691,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,2.0
128,Pipelines,41734,SAS,28453,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
129,Pipelines,41734,Lava,27816,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
130,Pipelines,41734,Hume,27493,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
131,Pascal,40038,Falcon,38164,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,0.0
132,Pascal,40038,BLISS,23039,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,False,compsci,53.0
133,Pascal,40038,Dart,18674,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,2.0
134,Pascal,40038,Fortran,7841,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,34.0
135,Pascal,40038,G2,6706,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,0.0
136,Pascal,40038,Lisp,4287,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,19.0
137,Pascal,40038,COBOL,1630,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,9.0
138,Pascal,40038,Opa,977,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,0.0
139,Pascal,40038,BitC,584,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,False,compsci,0.0
140,Pascal,40038,Standard ML,513,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,0.0
141,ACC,39309,SOL,38077,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
142,ACC,39309,Oz,38043,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
143,ACC,39309,AMOS,33603,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
144,ACC,39309,Delphi,33148,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
145,ACC,39309,Python,29691,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
146,ACC,39309,SAS,28453,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
147,ACC,39309,Lava,27816,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
148,ACC,39309,Hume,27493,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
149,Falcon,38164,BLISS,23039,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,0.0
150,Falcon,38164,Dart,18674,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,4.0
151,Falcon,38164,Fortran,7841,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,0.0
152,Falcon,38164,G2,6706,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,0.0
153,Falcon,38164,Lisp,4287,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,0.0
154,Falcon,38164,COBOL,1630,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,0.0
155,Falcon,38164,Opa,977,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,0.0
156,Falcon,38164,BitC,584,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,0.0
157,Falcon,38164,Standard ML,513,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,True,compsci,0.0
158,SOL,38077,Oz,38043,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
159,SOL,38077,AMOS,33603,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
160,SOL,38077,Delphi,33148,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
161,SOL,38077,Python,29691,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
162,SOL,38077,SAS,28453,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,22.0
163,SOL,38077,Lava,27816,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
164,SOL,38077,Hume,27493,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,4.0
165,Oz,38043,AMOS,33603,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,24.0
166,Oz,38043,Delphi,33148,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
167,Oz,38043,Python,29691,https://en.wikipedia.org/wiki/List_of_programming_languages,False,compsci,92.0
168,Oz,38043,SAS,28453,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
169,Oz,38043,Lava,27816,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
170,Oz,38043,Hume,27493,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
171,Atom,35826,Brackets,32854,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,2.0
172,Atom,35826,Eclipse,31134,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,1.0
173,Atom,35826,Lazarus,15072,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,1.0
174,Atom,35826,Padre,9957,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,0.0
175,Atom,35826,SLIME,6330,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,0.0
176,Atom,35826,Visual Studio,4609,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,1.0
177,Atom,35826,Spyder,2953,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,0.0
178,Atom,35826,Microsoft Visual Studio,700,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,0.0
179,Atom,35826,NetBeans,664,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,False,compsci,6.0
180,Atom,35826,JDeveloper,502,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,False,compsci,0.0
181,Queue,34677,Integer,25232,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,3.0
182,Queue,34677,Boolean,9369,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
183,Queue,34677,Pagoda,7050,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
184,Queue,34677,Floating-point,4492,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
185,Queue,34677,Bitmap,4410,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
186,Queue,34677,Trie,4318,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
187,Queue,34677,Multimap,2011,https://en.wikipedia.org/wiki/List_of_data_structures,True,compsci,0.0
188,Parity,34430,RSA,19894,https://en.wikipedia.org/wiki/List_of_algorithms,True,compsci,0.0
189,Parity,34430,SIFT,10805,https://en.wikipedia.org/wiki/List_of_algorithms,True,compsci,0.0
190,Parity,34430,Shading,8567,https://en.wikipedia.org/wiki/List_of_algorithms,True,compsci,0.0
191,Parity,34430,Fortuna,8493,https://en.wikipedia.org/wiki/List_of_algorithms,True,compsci,0.0
192,Parity,34430,DSA,8091,https://en.wikipedia.org/wiki/List_of_algorithms,True,compsci,0.0
193,Parity,34430,PageRank,3403,https://en.wikipedia.org/wiki/List_of_algorithms,True,compsci,0.0
194,Parity,34430,Neural Network,3116,https://en.wikipedia.org/wiki/List_of_algorithms,True,compsci,0.0
195,Parity,34430,Blowfish,2470,https://en.wikipedia.org/wiki/List_of_algorithms,True,compsci,0.0
196,Parity,34430,Local search,1651,https://en.wikipedia.org/wiki/List_of_algorithms,True,compsci,0.0
197,AMOS,33603,Delphi,33148,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
198,AMOS,33603,Python,29691,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
199,AMOS,33603,SAS,28453,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
200,AMOS,33603,Lava,27816,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
201,AMOS,33603,Hume,27493,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
202,Delphi,33148,Python,29691,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,17.0
203,Delphi,33148,SAS,28453,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
204,Delphi,33148,Lava,27816,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
205,Delphi,33148,Hume,27493,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
206,Brackets,32854,Eclipse,31134,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,0.0
207,Brackets,32854,Lazarus,15072,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,0.0
208,Brackets,32854,Padre,9957,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,0.0
209,Brackets,32854,SLIME,6330,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,0.0
210,Brackets,32854,Visual Studio,4609,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,1.0
211,Brackets,32854,Spyder,2953,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,False,compsci,18.0
212,Brackets,32854,Microsoft Visual Studio,700,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,0.0
213,Brackets,32854,NetBeans,664,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,1.0
214,Brackets,32854,JDeveloper,502,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,0.0
215,Eclipse,31134,Lazarus,15072,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,3.0
216,Eclipse,31134,Padre,9957,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,1.0
217,Eclipse,31134,SLIME,6330,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,1.0
218,Eclipse,31134,Visual Studio,4609,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,93.0
219,Eclipse,31134,Spyder,2953,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,18.0
220,Eclipse,31134,Microsoft Visual Studio,700,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,6.0
221,Eclipse,31134,NetBeans,664,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,True,compsci,317.0
222,Eclipse,31134,JDeveloper,502,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,False,compsci,428.0
223,Windows XP,30356,Windows NT,12249,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,46.0
224,Windows XP,30356,Rhapsody,11516,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,0.0
225,Windows XP,30356,Windows Vista,11388,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,700.0
226,Windows XP,30356,RISC OS,9726,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,0.0
227,Windows XP,30356,Copland,9235,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,0.0
228,Windows XP,30356,Windows Mobile,8561,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,6.0
229,Windows XP,30356,iOS,8132,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,7.0
230,Windows XP,30356,A/ROSE,7326,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,0.0
231,Windows XP,30356,MS-DOS,6805,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,4.0
232,Windows XP,30356,MOS,4500,https://en.wikipedia.org/wiki/List_of_operating_systems,True,compsci,0.0
233,Python,29691,SAS,28453,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,3.0
234,Python,29691,Lava,27816,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
235,Python,29691,Hume,27493,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
236,SAS,28453,Lava,27816,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
237,SAS,28453,Hume,27493,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
238,Lava,27816,Hume,27493,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
239,APT,27142,LIL,26323,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
240,APT,27142,Limbo,25659,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
241,APT,27142,DYNAMO,25212,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
242,APT,27142,SALSA,24414,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
243,APT,27142,JADE,24291,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
244,APT,27142,Racket,23415,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
245,APT,27142,MIMIC,22836,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,0.0
246,APT,27142,Rust,21364,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,11.0
247,APT,27142,TEX,21316,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
248,APT,27142,TeX,21316,https://en.wikipedia.org/wiki/List_of_programming_languages,True,compsci,1.0
249,ION,27078,Display Adapter,181,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,True,compsci,0.0
250,ION,27078,HD Graphics,167,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,True,compsci,6.0
251,Ethernet,26371,Bluetooth,25514,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,80.0
252,Ethernet,26371,E6,2487,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,0.0
253,Ethernet,26371,SPX,2322,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,0.0
254,Ethernet,26371,AppleTalk,776,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,5.0
255,Ethernet,26371,IPX,775,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,True,compsci,0.0
