feature,class,f1,precision,recall
full_paths_original_4_aip,Overall,0.6905924563685807,0.7182088373501583,0.7554206418039896
full_paths_original_4_aip,BETTER,0.313588850174216,0.6617647058823528,0.2054794520547945
full_paths_original_4_aip,WORSE,0.07692307692307691,0.4444444444444444,0.042105263157894736
full_paths_original_4_aip,NONE,0.858485639686684,0.7639405204460966,0.9797377830750894
full_paths_original_4_aip,Overall,0.6789191521915726,0.7023141801566618,0.7491319444444444
full_paths_original_4_aip,BETTER,0.24908424908424912,0.6181818181818182,0.1559633027522936
full_paths_original_4_aip,WORSE,0.09259259259259259,0.38461538461538464,0.05263157894736842
full_paths_original_4_aip,NONE,0.8569942797711908,0.7601476014760149,0.9821215733015495
full_paths_original_4_aip,Overall,0.6887547562297698,0.7224518580751284,0.7569444444444444
full_paths_original_4_aip,BETTER,0.2846715328467153,0.6964285714285714,0.17889908256880735
full_paths_original_4_aip,WORSE,0.09345794392523363,0.4166666666666667,0.05263157894736842
full_paths_original_4_aip,NONE,0.8611544461778471,0.7638376383763837,0.9868891537544696
full_paths_original_4_aip,Overall,0.6930003510587891,0.73829971160014,0.7578125
full_paths_original_4_aip,BETTER,0.3049645390070922,0.671875,0.19724770642201836
full_paths_original_4_aip,WORSE,0.11538461538461539,0.6666666666666666,0.06315789473684211
full_paths_original_4_aip,NONE,0.8592283628779981,0.7636700648748843,0.9821215733015495
full_paths_original_4_aip,Overall,0.6958250041048788,0.7174471416089122,0.7582608695652174
full_paths_original_4_aip,BETTER,0.3274021352313167,0.7301587301587301,0.21100917431192662
full_paths_original_4_aip,WORSE,0.07207207207207207,0.23529411764705882,0.0425531914893617
full_paths_original_4_aip,NONE,0.8616352201257862,0.7682242990654206,0.9809069212410502
middle_paths_unrestricted_16,Overall,0.7928819025825655,0.7885186236629064,0.8143972246313964
middle_paths_unrestricted_16,BETTER,0.6511627906976744,0.6635071090047392,0.639269406392694
middle_paths_unrestricted_16,WORSE,0.19672131147540986,0.4444444444444444,0.12631578947368421
middle_paths_unrestricted_16,NONE,0.8973774230330673,0.8601092896174862,0.9380214541120382
middle_paths_unrestricted_16,Overall,0.7846984367198038,0.779166921026812,0.8055555555555556
middle_paths_unrestricted_16,BETTER,0.6023529411764705,0.6183574879227053,0.5871559633027523
middle_paths_unrestricted_16,WORSE,0.20800000000000002,0.4333333333333334,0.1368421052631579
middle_paths_unrestricted_16,NONE,0.8973774230330673,0.8601092896174862,0.9380214541120382
