index,name,source,type,cleaned_name,freq
829,J.R. Tobacco,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,J.R. Tobacco,0
830,Jamaica Small Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Jamaica Small Cigars,0
831,Jason Crouch select,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Jason Crouch select,0
832,Java Royale,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Java Royale,0
833,José Bartolo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,José Bartolo,0
834,Jose Carlos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Jose Carlos,1162
835,José L. Piedra,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,José L. Piedra,0
836,Joya de Havana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Joya de Havana,0
837,Joya de Nicaragua,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Joya de Nicaragua,24
838,Joyas de Panama,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Joyas de Panama,0
839,Joya de San Andrés,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Joya de San Andrés,0
840,Joya Real,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Joya Real,0
841,Juan Clemente,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Juan Clemente,5
842,Juan López,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Juan López,0
843,Juan Lencero,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Juan Lencero,0
844,Julio Cesar,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Julio Cesar,7748
845,Justus van Maurik,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Justus van Maurik,7
846,Kafie 1901 Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Kafie 1901 Cigars,0
847,Karel 1,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Karel 1,0
848,Kenbano,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Kenbano,3
849,King Edward the Seventh,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,King Edward the Seventh,0
850,Krush,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Krush,1035
851,Lars Tetens,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Lars Tetens,0
852,Leite & Alves,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Leite & Alves,0
853,Los Libertadores,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Los Libertadores,8
854,Liga Privada,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Liga Privada,0
855,Lochem Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Lochem Cigars,0
856,Lucas Santana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Lucas Santana,0
857,Luna Perfecta,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Luna Perfecta,0
858,M. Vito,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,M. Vito,0
859,MR,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,MR,2601573
860,Macanudo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Macanudo,251
861,Macistes,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Macistes,0
862,Maker's Mark,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Maker's Mark,0
863,Mandatarios,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Mandatarios,21
864,Marca Fina,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Marca Fina,0
865,Maria Divina,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Maria Divina,0
866,Marco V,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Marco V,107
867,María Guerrero,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,María Guerrero,0
868,Marmara,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Marmara,4332
869,Marqués de la Palma,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Marqués de la Palma,0
870,Marsh Wheeling,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Marsh Wheeling,4
871,Marty Oswald Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Marty Oswald Cigars,0
872,Matacan,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Matacan,6
873,Mehari's,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Mehari's,7
874,Miguel Grau,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Miguel Grau,119
875,Milenio,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Milenio,882
876,Mito de San Andres,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Mito de San Andres,0
877,MJ Frias Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,MJ Frias Cigars,0
878,Molino del Rey,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Molino del Rey,112
879,Mombacho,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Mombacho,40
880,Monte Canario,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Monte Canario,0
881,Monte Pascoal,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Monte Pascoal,55
882,Monteros,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Monteros,254
883,Montesino,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Montesino,103
884,Monte Cristo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Monte Cristo,1909
885,Montecristo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Montecristo,489
886,Montecruz,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Montecruz,2
887,Morro Castle,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Morro Castle,299
888,Muriel,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Muriel,12219
889,Mythos Solitude,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Mythos Solitude,0
890,Nabucco,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Nabucco,3594
891,Nat Cicco,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Nat Cicco,0
892,Natural Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Natural Cigars,0
893,Nat Sherman,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Nat Sherman,72
894,NFUZE,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,NFUZE,0
895,Nicaragua Habanos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Nicaragua Habanos,0
896,Nick Bada Bing Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Nick Bada Bing Cigars,0
897,La Nobleza Manila,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,La Nobleza Manila,0
898,Nomad Cigar Company,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Nomad Cigar Company,0
899,Nomi,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Nomi,1482
900,Nub,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Nub,1878
901,Oliveros,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Oliveros,1224
902,Olmecas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Olmecas,53
903,Olor Del Cibao Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Olor Del Cibao Cigars,0
904,Ordibehesht,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Ordibehesht,29
905,Ornelas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Ornelas,958
906,Oro de Panama,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Oro de Panama,0
907,Origen,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Origen,4312
908,Ortega Serie D Maduro,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Ortega Serie D Maduro,0
909,Ortega Serie D Naturals,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Ortega Serie D Naturals,0
910,Oshno,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Oshno,0
911,Oud Kampen,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Oud Kampen,0
912,Padilla,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Padilla,29221
913,Padrón,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Padrón,414
914,La Palina,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,La Palina,18
915,Partagás,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Partagás,63
916,Paul Garmirian,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Paul Garmirian,28
917,La Paz,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,La Paz,17541
918,Peñamil,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Peñamil,0
919,Perdomo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Perdomo,1615
920,Phillies,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Phillies,83048
921,Pichón,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Pichón,14
922,Plantation Reserve,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Plantation Reserve,13
923,Plasencia,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Plasencia,746
924,Playboy,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Playboy,32765
925,Por Larrañaga,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Por Larrañaga,0
926,Pricewise Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Pricewise Cigars,0
927,Pride of Panama,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Pride of Panama,0
928,Privilegio's Select Line,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Privilegio's Select Line,0
929,Privilegio's Special Line,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Privilegio's Special Line,0
930,Primo del Rey,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Primo del Rey,0
931,PROPIO,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,PROPIO,389
932,Puerto Rico 965,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Puerto Rico 965,0
933,Punto De Oro,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Punto De Oro,0
934,Puro Puro,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Puro Puro,0
935,Puros Reynoso,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Puros Reynoso,0
936,Purisco,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Purisco,0
937,Puros Indios,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Puros Indios,0
938,Puros Julio,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Puros Julio,0
939,Puros Richard,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Puros Richard,0
940,Puros Sol Dorado,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Puros Sol Dorado,0
941,Puyana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Puyana,48
942,Pythia,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Pythia,362
943,Quai d'Orsay,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Quai d'Orsay,366
944,Quesada,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Quesada,4767
945,Quevedo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Quevedo,2001
946,Quiteria,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Quiteria,74
947,Quintero,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Quintero,5194
948,Quorum,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Quorum,11731
949,Rafael González,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Rafael González,0
950,Ramrod,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Ramrod,1170
951,Ranch Hand,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Ranch Hand,1010
952,Real de Los Tuxtlas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Real de Los Tuxtlas,0
953,La Regenta,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,La Regenta,23
954,Reloba,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Reloba,3
955,Reinado Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Reinado Cigars,0
956,Republic Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Republic Cigars,0
957,Reserva Cristobal,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Reserva Cristobal,0
958,Reserva Ecologica,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Reserva Ecologica,9
959,Reserva Miraflor,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Reserva Miraflor,0
960,La Restina,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,La Restina,0
961,Rewaechad,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Rewaechad,0
962,El Rey de los Habanos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,El Rey de los Habanos,0
963,El Rey del Mundo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,El Rey del Mundo,13
964,La Rica,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,La Rica,0
965,La Rica Hoja,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,La Rica Hoja,0
966,Ricardo Turrent,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Ricardo Turrent,0
967,El Rico Habano,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,El Rico Habano,0
968,Rima,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Rima,3018
969,Ritmeester,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Ritmeester,5
970,Rivalos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Rivalos,0
971,Rocky Patel,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Rocky Patel,89
972,Romeo y Julieta,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Romeo y Julieta,188
973,La Rosa Cubana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,La Rosa Cubana,0
974,Royal Barbados,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Royal Barbados,26
975,Royal Jamaican,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Royal Jamaican,0
976,El Rubio,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,El Rubio,47
977,Sabrositos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Sabrositos,0
978,Saint Luis Rey,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Saint Luis Rey,0
979,Solomne,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Solomne,0
980,Salute to Arms,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Salute to Arms,0
981,Sam Houston,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Sam Houston,8442
982,Sam Lord,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Sam Lord,45
983,San Bosco,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,San Bosco,0
984,San Cristóbal de la Habana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,San Cristóbal de la Habana,0
985,San Martín,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,San Martín,0
986,San Miguel,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,San Miguel,18117
987,San Teodoro,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,San Teodoro,180
988,Sancho Panza,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Sancho Panza,785
989,Sandes,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Sandes,216
990,Santa Clara 1830,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Santa Clara 1830,0
991,Santa Rosa,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Santa Rosa,18442
992,São Salvador,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,São Salvador,0
993,Savinelli,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Savinelli,7
994,Schimmelpenninck,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Schimmelpenninck,161
995,Señor de Sipán,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Señor de Sipán,0
996,El Septimo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,El Septimo,0
997,Serena,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Serena,66928
998,Sibelius,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Sibelius,5942
999,Siboney,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Siboney,387
1000,Siete Magníficos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Siete Magníficos,0
1001,Siglo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Siglo,1626
1002,Sikar Del Señorio,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Sikar Del Señorio,0
1003,l Sitio,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,l Sitio,0
1004,Smokin' Toad,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Smokin' Toad,0
1005,Sosa,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Sosa,42383
1006,Srintil,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Srintil,18
1007,Los Statos de Luxe,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Los Statos de Luxe,0
1008,Stormen,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Stormen,35
1009,Strandrove,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Strandrove,0
1010,Sueños Oro,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Sueños Oro,0
1011,Suerdieck,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Suerdieck,17
1012,Swisher,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Swisher,6371
1013,Tabacalera,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tabacalera,1809
1014,Tabaricos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tabaricos,0
1015,Taino,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Taino,1766
1016,Talavera,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Talavera,2091
1017,Tambor,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tambor,1501
1018,Tampanillas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tampanillas,0
1019,Tabacos Brito,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tabacos Brito,0
1020,Tatiana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tatiana,21871
1021,Tatuaje,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tatuaje,60
1022,Tabacos Baez,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tabacos Baez,0
1023,Tabak Especial,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tabak Especial,0
1024,Tambo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tambo,2876
1025,Te Amo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Te Amo,462
1026,Ted's Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Ted's Cigars,0
1027,Tenorio,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tenorio,2614
1028,Thomas Hinds,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Thomas Hinds,35
1029,Tierra del Sol,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tierra del Sol,70
1030,Tir,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tir,2642
1031,Tabacos Costa,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tabacos Costa,0
1032,Tony Alvarez,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tony Alvarez,79
1033,Topkapı,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Topkapı,371
1034,Toraño,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Toraño,19
1035,Torcedor OVG,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Torcedor OVG,0
1036,Torcedores de Los Tuxtlas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Torcedores de Los Tuxtlas,0
1037,Tortuga Reserva,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tortuga Reserva,0
1038,Petri Toscanelli,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Petri Toscanelli,0
1039,Toscanello,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Toscanello,21
1040,Toscano,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Toscano,1992
1041,Tres Hermanos,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Tres Hermanos,3
1042,TS1532,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,TS1532,0
1043,Uiltje,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Uiltje,0
1044,La Unica,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,La Unica,0
1045,Un Puro,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Un Puro,0
1046,Valle de la Iguana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Valle de la Iguana,0
1047,Vallejuelo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Vallejuelo,4
1048,Valdez,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Valdez,22210
1049,Van der Donk,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Van der Donk,7
1050,Van Cleef,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Van Cleef,1466
1051,Vargas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Vargas,34296
1052,Vato Cigars,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Vato Cigars,0
1053,Vegafina,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Vegafina,0
1054,La Vega Divina,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,La Vega Divina,0
1055,Vegas de Santiago,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Vegas de Santiago,0
1056,Vegas de Tabacalera Esteli,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Vegas de Tabacalera Esteli,0
1057,Vegas Robaina,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Vegas Robaina,26
1058,Vegueros,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Vegueros,32
1059,Veracruz,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Veracruz,14791
1060,El Verso,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,El Verso,0
1061,La Vieja Habana,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,La Vieja Habana,0
1062,Vieux Carré,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Vieux Carré,0
1063,La Vigía,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,La Vigía,0
1064,Villa Zamorano,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Villa Zamorano,0
1065,Villegas,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Villegas,7010
1066,Vintage X,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Vintage X,0
1067,Virreyes D México,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Virreyes D México,0
1068,Viva Republica,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Viva Republica,0
1069,Vueltabajo,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Vueltabajo,2
1070,Xtabay,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Xtabay,20
1071,Yaquba,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Yaquba,0
1072,Zino,https://en.wikipedia.org/wiki/List_of_cigar_brands,Cigar,Zino,637
1073,A Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,A Mild,472
1074,Akhtamar,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Akhtamar,71
1075,Alain Delon,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Alain Delon,1005
1076,Avolution,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Avolution,8
1077,Bahman[1],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Bahman,1600
1078,Belomorkanal,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Belomorkanal,21
1079,Benson & Hedges,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Benson & Hedges,0
1080,Bentoel,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Bentoel,81
1081,Bintang Buana,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Bintang Buana,0
1082,Capri,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Capri,7625
1083,Capstan,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Capstan,723
1084,Carroll's,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Carroll's,8403
1085,Cavanders[3],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Cavanders,4
1086,Chunghwa,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Chunghwa,3390
1087,Clas Mild,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Clas Mild,0
1088,Classic Filter Kings[2],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Classic Filter Kings,0
1089,Clavo,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Clavo,70
1090,Cohiba,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Cohiba,699
1091,Cool[8],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Cool,317181
1092,Craven A,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Craven A,74
1093,Deluxe Tenor[8],https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Deluxe Tenor,0
1094,Djarum Black,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Djarum Black,20
1095,Djarum Vanilla,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Djarum Vanilla,6
1096,Dji Sam Soe 234,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Dji Sam Soe 234,0
1097,Doral,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Doral,5753
1098,Double Happiness,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Double Happiness,381
1099,Du Maurier,https://en.wikipedia.org/wiki/List_of_cigarette_brands,Cigarette,Du Maurier,3845
