name,source,type,cleaned_name,freq
Perceptrons (book),https://en.wikipedia.org/wiki/Category:Computer_science_books,book,Perceptrons,107
CORDIC,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,CORDIC,107
DataFlex,https://en.wikipedia.org/wiki/List_of_programming_languages,language,DataFlex,106
Windows-1252,https://en.wikipedia.org/wiki/Character_encoding,encoding,Windows-1252,106
Greenplum,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,Greenplum,106
Enumerated type,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Enumerated type,105
"TENEX (an ancestor of TOPS-20 from BBN, for the PDP-10)",https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,TENEX,105
Quadtree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Quadtree,103
Valgrind,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software,Valgrind,103
POP-2,https://en.wikipedia.org/wiki/List_of_programming_languages,language,POP-2,103
UniData,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,UniData,103
Queuing theory,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,Queuing theory,102
AMPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,AMPL,101
G-code,https://en.wikipedia.org/wiki/List_of_programming_languages,language,G-code,99
UCSD Pascal,https://en.wikipedia.org/wiki/List_of_programming_languages,language,UCSD Pascal,98
REALbasic,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,REALbasic,98
A/UX (UNIX System V with BSD extensions),https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,A/UX,97
mSQL,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,mSQL,97
Radix sort,https://en.wikipedia.org/wiki/List_of_algorithms,sort-algo,Radix sort,97
Finite difference method,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Finite difference method,97
Polynomial interpolation,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Polynomial interpolation,97
Shift JIS (Microsoft Code page 932 is a dialect of Shift_JIS),https://en.wikipedia.org/wiki/Character_encoding,encoding,Shift JIS,96
CLIST,https://en.wikipedia.org/wiki/List_of_programming_languages,language,CLIST,95
DataEase,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,DataEase,95
SQL Anywhere (formerly known as Sybase Adaptive Server Anywhere and Watcom SQL),https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,SQL Anywhere,95
Bilinear interpolation,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Bilinear interpolation,95
Flood fill,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Flood fill,94
Pure Data,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Pure Data,93
Pervasive PSQL,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,Pervasive PSQL,93
Clock synchronization,https://en.wikipedia.org/wiki/List_of_algorithms,ds-algo,Clock synchronization,92
Dev C++,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c,Dev C++,92
Aldor,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Aldor,91
Little b,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Little b,91
Aldor,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Aldor,91
VList,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,VList,90
Classic Mac OS,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Classic Mac OS,90
Internet protocol suite,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,protocol,Internet protocol suite,90
ISPF,https://en.wikipedia.org/wiki/List_of_programming_languages,language,ISPF,90
SNOBOL(SPITBOL),https://en.wikipedia.org/wiki/List_of_programming_languages,language,SNOBOL,90
SNOBOL,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,SNOBOL,90
Control table,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Control table,89
S-PLUS,https://en.wikipedia.org/wiki/List_of_programming_languages,language,S-PLUS,89
Diffie Hellman key exchange,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Diffie Hellman key exchange,89
LR parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,LR parser,89
Apple DOS,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Apple DOS,88
LiveCode,https://en.wikipedia.org/wiki/List_of_programming_languages,language,LiveCode,88
Vertica,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,Vertica,88
Secant method,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Secant method,88
AdaBoost,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,AdaBoost,88
LiveCode,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,LiveCode,88
Cyclic redundancy check,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Cyclic redundancy check,87
Wavelet compression,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Wavelet compression,87
RenderWare,https://en.wikipedia.org/wiki/List_of_3D_graphics_libraries,api,RenderWare,86
iPod software (unnamed embedded OS for iPod),https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,iPod software,86
XPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,XPL,86
Suffix tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Suffix tree,85
ARCNET,https://en.wikipedia.org/wiki/List_of_network_protocol_stacks,protocol,ARCNET,85
Gouraud shading,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Gouraud shading,85
SHA 2,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,SHA 2,84
ACL2,https://en.wikipedia.org/wiki/List_of_programming_languages,language,ACL2,83
Reia,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Reia,83
Xtend,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Xtend,83
Branch and bound,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Branch and bound,83
Tabu search,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Tabu search,83
AList,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,AList,82
Apple II family,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Apple II family,82
Particle swarm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Particle swarm,82
IntelliJ IDEA,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,actionscript,IntelliJ IDEA,82
IntelliJ IDEA,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,fortran,IntelliJ IDEA,82
IntelliJ IDEA,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,groovy,IntelliJ IDEA,82
IntelliJ IDEA,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,java,IntelliJ IDEA,82
Prograph,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Prograph,81
PROTEL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,PROTEL,81
Adobe Dreamweaver,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,php,Adobe Dreamweaver,81
AutoIt,https://en.wikipedia.org/wiki/List_of_programming_languages,language,AutoIt,80
SIMPOL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,SIMPOL,80
Hamming weight,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Hamming weight,80
AutoIt,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,AutoIt,80
Embedded operating systems,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Embedded operating systems,79
FlooP,https://en.wikipedia.org/wiki/List_of_programming_languages,language,FlooP,79
KOI8-R,https://en.wikipedia.org/wiki/Character_encoding,encoding,KOI8-R,78
Multiplication algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Multiplication algorithm,78
Octree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Octree,77
Vector quantization,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Vector quantization,77
Suffix array,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Suffix array,76
Trapezoidal rule (differential equations),https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Trapezoidal rule,76
Green Dam Youth Escort,https://en.wikipedia.org/wiki/Comparison_of_content-control_software_and_providers,software,Green Dam Youth Escort,75
Sawzall,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Sawzall,74
SHA 3,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,SHA 3,74
MkLinux,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,MkLinux,73
"RSX-11 (multiuser, multitasking OS for PDP-11s)",https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,RSX-11,73
ISCII,https://en.wikipedia.org/wiki/Character_encoding,encoding,ISCII,73
HLSL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,HLSL,71
Mohol,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Mohol,71
Rational Application Developer,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,java,Rational Application Developer,71
Common Intermediate Language (CIL),https://en.wikipedia.org/wiki/List_of_programming_languages,language,Common Intermediate Language,70
Component Pascal,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Component Pascal,70
Business Basic,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Business Basic,69
CoffeeScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language,CoffeeScript,69
Gosu,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Gosu,69
Lagoona,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Lagoona,69
TXL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,TXL,69
Gosu,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Gosu,69
Circular buffer,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Circular buffer,68
GPSS,https://en.wikipedia.org/wiki/List_of_programming_languages,language,GPSS,68
Heapsort,https://en.wikipedia.org/wiki/List_of_algorithms,sort-algo,Heapsort,68
Nonlinear optimization,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Nonlinear optimization,68
Ambient occlusion,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Ambient occlusion,68
Phong shading,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Phong shading,68
RSTS/E (multi-user time-sharing OS for PDP-11s),https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,RSTS/E,67
Topspeed,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Topspeed,67
Flash Builder,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,actionscript,Flash Builder,67
MonoDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,basic,MonoDevelop,67
MonoDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c,MonoDevelop,67
MonoDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c-sharp,MonoDevelop,67
MonoDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,d,MonoDevelop,67
MonoDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,python,MonoDevelop,67
Small Basic,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Small Basic,66
EUC-JP,https://en.wikipedia.org/wiki/Character_encoding,encoding,EUC-JP,66
Voronoi diagrams,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Voronoi diagrams,66
Small Basic,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Small Basic,66
UPGMA,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,UPGMA,65
Z-order,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Z-order,64
AutoHotkey,https://en.wikipedia.org/wiki/List_of_programming_languages,language,AutoHotkey,64
Runge Kutta methods,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Runge Kutta methods,64
AutoHotkey,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,AutoHotkey,64
FoxBase,https://en.wikipedia.org/wiki/List_of_programming_languages,language,FoxBase,63
Harmony search,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Harmony search,63
LZX,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,LZX,63
Seed7,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Seed7,62
Bisection method,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Bisection method,62
RANSAC,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,RANSAC,62
ALOPEX:,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,ALOPEX:,62
Seed7,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Seed7,62
DynDNS,https://en.wikipedia.org/wiki/Comparison_of_content-control_software_and_providers,software,DynDNS,61
Metaphone,https://en.wikipedia.org/wiki/List_of_algorithms,sequence-algo,Metaphone,61
Estimation Theory,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,Estimation Theory,61
LALR  parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,LALR  parser,61
Run-length encoding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Run-length encoding,61
MyEclipse,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,java,MyEclipse,61
O3D,https://en.wikipedia.org/wiki/List_of_3D_graphics_libraries,api,O3D,60
chomski,https://en.wikipedia.org/wiki/List_of_programming_languages,language,chomski,60
DBSCAN,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,DBSCAN,60
Asymmetric (public key) encryption,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Asymmetric  encryption,60
Recursive descent parser,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Recursive descent parser,60
BlitzMax,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,BlitzMax,60
Bloom filter,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Bloom filter,59
Visual Prolog,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Visual Prolog,59
CUBRID,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,CUBRID,59
Maximum parsimony,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,Maximum parsimony,59
Rete algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Rete algorithm,59
SharpDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,basic,SharpDevelop,59
SharpDevelop,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c-sharp,SharpDevelop,59
Visual Prolog,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Visual Prolog,59
JavaFX Script,https://en.wikipedia.org/wiki/List_of_programming_languages,language,JavaFX Script,58
Dataphor,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,Dataphor,58
LispWorks,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,lisp,LispWorks,58
AIMMS,https://en.wikipedia.org/wiki/List_of_programming_languages,language,AIMMS,57
Q-learning,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Q-learning,57
BSP tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,BSP tree,56
Expression tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Expression tree,56
Hash tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Hash tree,56
BeanShell,https://en.wikipedia.org/wiki/List_of_programming_languages,language,BeanShell,56
MuPAD,https://en.wikipedia.org/wiki/List_of_programming_languages,language,MuPAD,56
Extended Euclidean algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Extended Euclidean algorithm,56
Sieve of Eratosthenes,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Sieve of Eratosthenes,56
Greenfoot,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,java,Greenfoot,56
BeanShell,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,BeanShell,56
Heightmap,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Heightmap,55
Adjacency list,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Adjacency list,55
Newton OS,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Newton OS,55
UnrealScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language,UnrealScript,55
Spline interpolation,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Spline interpolation,55
Variational method,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,Variational method,55
ISO 8859-15,https://en.wikipedia.org/wiki/Character_encoding,encoding,ISO 8859-15,54
k-means clustering,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,k-means clustering,54
Rational Software Architect (Eclipse IBM),https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c,Rational Software Architect,54
Servoy,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,java,Servoy,54
Servoy,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,javascript,Servoy,54
Doubly linked list,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Doubly linked list,53
Distributed hash table,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Distributed hash table,53
Nemerle,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Nemerle,53
PL-11,https://en.wikipedia.org/wiki/List_of_programming_languages,language,PL-11,53
Starlogo,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Starlogo,53
QR algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,QR algorithm,53
BCH Codes,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,BCH Codes,53
Hash join,https://en.wikipedia.org/wiki/List_of_algorithms,se-algo,Hash join,53
Crystal Space,https://en.wikipedia.org/wiki/List_of_3D_graphics_libraries,api,Crystal Space,52
Sorted array,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Sorted array,52
"Domain/OS (originally Aegis, from Apollo Computer who were bought by HP)",https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Domain/OS,52
ESPOL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,ESPOL,52
Executable UML,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Executable UML,52
LotusScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language,LotusScript,52
eXtremeDB,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,eXtremeDB,52
Path tracing,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Path tracing,52
Canny edge detector,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo,Canny edge detector,52
Zscaler,https://en.wikipedia.org/wiki/Comparison_of_content-control_software_and_providers,software,Zscaler,51
SafeSurf,https://en.wikipedia.org/wiki/Comparison_of_content-control_software_and_providers,software,SafeSurf,51
Umple,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Umple,51
Selection sort,https://en.wikipedia.org/wiki/List_of_algorithms,sort-algo,Selection sort,51
Error diffusion,https://en.wikipedia.org/wiki/List_of_algorithms,dsp-algo,Error diffusion,51
Cython,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Cython,50
S-Lang,https://en.wikipedia.org/wiki/List_of_programming_languages,language,S-Lang,50
SuperTalk,https://en.wikipedia.org/wiki/List_of_programming_languages,language,SuperTalk,50
Cython,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Cython,50
S-Lang,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,S-Lang,50
ZPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,ZPL,49
Apache Derby,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,Apache Derby,49
SQL Azure (Cloud SQL Server),https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,SQL Azure,49
FreeBASIC,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,basic,FreeBASIC,49
FreeBASIC,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,FreeBASIC,49
HyperNext,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,HyperNext,49
OpenSceneGraph,https://en.wikipedia.org/wiki/List_of_3D_graphics_libraries,api,OpenSceneGraph,48
Treap,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Treap,48
Treap,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Treap,48
Quadratic sieve,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Quadratic sieve,48
Adler 32,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Adler 32,48
HTML-Kit,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,php,HTML-Kit,48
Bit array,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Bit array,47
Xojo,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Xojo,47
Alpha-beta pruning,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Alpha-beta pruning,47
SASM,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,assembly,SASM,47
Xojo,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,basic,Xojo,47
Xojo,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Xojo,47
Cartesian tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Cartesian tree,46
Binary heap,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Binary heap,46
PL/M,https://en.wikipedia.org/wiki/List_of_programming_languages,language,PL/M,46
SequenceL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,SequenceL,46
XSB,https://en.wikipedia.org/wiki/List_of_programming_languages,language,XSB,46
MaxDB,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,MaxDB,46
Nearest neighbor search,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Nearest neighbor search,46
Nearest neighbor search,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Nearest neighbor search,46
F2FS,https://en.wikipedia.org/wiki/List_of_cryptographic_file_systems,filesystem,F2FS,45
BeIA,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,BeIA,45
PROIV,https://en.wikipedia.org/wiki/List_of_programming_languages,language,PROIV,45
SETL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,SETL,45
Counting sort,https://en.wikipedia.org/wiki/List_of_algorithms,sort-algo,Counting sort,45
Primality tests,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Primality tests,45
Scoring algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,Scoring algorithm,45
OptimJ,https://en.wikipedia.org/wiki/List_of_programming_languages,language,OptimJ,44
CorVision,https://en.wikipedia.org/wiki/List_of_programming_languages,language,CorVision,43
INTERLISP,https://en.wikipedia.org/wiki/List_of_programming_languages,language,INTERLISP,43
LC-3,https://en.wikipedia.org/wiki/List_of_programming_languages,language,LC-3,43
OPS5,https://en.wikipedia.org/wiki/List_of_programming_languages,language,OPS5,43
Ratfor,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Ratfor,43
Binary search algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,sequence-algo,Binary search algorithm,43
Fuzzy clustering,https://en.wikipedia.org/wiki/List_of_algorithms,sci-algo,Fuzzy clustering,43
Lempel Ziv,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Lempel Ziv,43
OS/8,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,OS/8,42
Self-organizing map,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Self-organizing map,42
Fractal compression,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Fractal compression,42
PureBasic,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,basic,PureBasic,42
Zend Studio,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,php,Zend Studio,42
PureBasic,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,PureBasic,42
Bitboard,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Bitboard,41
AVL tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,AVL tree,41
Windows 95 (codename Chicago – Windows 4.0),https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Windows 95,41
PARI/GP,https://en.wikipedia.org/wiki/List_of_programming_languages,language,PARI/GP,41
WebDNA,https://en.wikipedia.org/wiki/List_of_programming_languages,language,WebDNA,41
Omnis Studio,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,Omnis Studio,41
Mersenne twister,https://en.wikipedia.org/wiki/List_of_algorithms,combinatorial-algo,Mersenne twister,41
Exact cover problem,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Exact cover problem,41
Ant colony optimization,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Ant colony optimization,41
Splay tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Splay tree,40
Systemtap,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software,Systemtap,40
Logtalk,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Logtalk,40
PIKT,https://en.wikipedia.org/wiki/List_of_programming_languages,language,PIKT,40
HSQLDB,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems,dbms,HSQLDB,40
Jacobi method,https://en.wikipedia.org/wiki/List_of_algorithms,math-algo,Jacobi method,40
Qt Creator,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c,Qt Creator,40
Logtalk,https://en.wikipedia.org/wiki/Comparison_of_programming_languages,language,Logtalk,40
"Tagged union (also called variant, variant record, discriminated union, or disjoint union)",https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Tagged union,39
Fibonacci heap,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Fibonacci heap,39
NewtonScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language,NewtonScript,39
Quickselect,https://en.wikipedia.org/wiki/List_of_algorithms,sequence-algo,Quickselect,39
Vatti,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,Vatti,39
PBKDF2,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,PBKDF2,39
scrypt,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,scrypt,39
Linear predictive coding,https://en.wikipedia.org/wiki/List_of_algorithms,coding-theory-algo,Linear predictive coding,39
Round robin scheduling,https://en.wikipedia.org/wiki/List_of_algorithms,os-algo,Round robin scheduling,39
Hilbert R-tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure,Hilbert R-tree,38
Atari TOS,https://en.wikipedia.org/wiki/List_of_operating_systems,operatingsystem,Atari TOS,38
Franz Lisp,https://en.wikipedia.org/wiki/List_of_programming_languages,language,Franz Lisp,38
REFAL,https://en.wikipedia.org/wiki/List_of_programming_languages,language,REFAL,38
CYK algorithm,https://en.wikipedia.org/wiki/List_of_algorithms,comp-sci-algo,CYK algorithm,38
SlickEdit,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,ada,SlickEdit,38
SlickEdit,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,assembly,SlickEdit,38
SlickEdit,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,basic,SlickEdit,38
SlickEdit,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c,SlickEdit,38
SlickEdit,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,c-sharp,SlickEdit,38
SlickEdit,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,d,SlickEdit,38
SlickEdit,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,fortran,SlickEdit,38
SlickEdit,https://en.wikipedia.org/wiki/Comparison_of_integrated_development_environments,groovy,SlickEdit,38
