word_a,freq_a,word_b,freq_b,type,use_marker,d_type,count
Santa Rosa,18442,Muriel,12219,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,5
Muriel,12219,Capote,11127,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,5
Moro,19736,Maestro,9816,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,5
Milky Way,11137,Maestro,9816,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,5
After Eight,1,Chunky,9598,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,5
Transcend,12244,Epson,9164,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,5
MP,192544,Glock,8214,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,5
Mayfair,12233,Viceroy,7369,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,5
Fonseca,8386,After Dinner,6662,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,5
Grand Slam,1875,Duncan's,6358,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,5
McIntosh,18423,Morel,5159,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,5
Allure,16735,Apparition,5139,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,5
Ricoh,4845,Avaya,4676,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,5
Magnolia,15749,Chapman's,4131,https://en.wikipedia.org/wiki/List_of_ice_cream_brands,TRUE,brands,5
Micron Technology,30,TDK,3158,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,5
Panoz,21,Pagani,1798,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,5
Kelme,26,Umbro,1691,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,5
Nuit,2292,Shalimar,1461,https://en.wikipedia.org/wiki/List_of_perfumes,FALSE,brands,5
M7,1674,Shalimar,1461,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,5
Venturi,3745,Fisker,1453,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,5
Datsun,65,Fisker,1453,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,5
Benelli,1226,Blaser,915,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,5
Excel,34537,Altoids,758,https://en.wikipedia.org/wiki/List_of_breath_mints,TRUE,brands,5
Avid,36338,Cinelli,567,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,5
Mazda,32534,Mercedes-Benz,537,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,5
Crest,31917,Metamucil,394,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,5
Black Orchid,429,Ambre,332,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,5
Butterfinger,338,Malted Milk,283,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,5
Panamax,5,Panadol,268,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,5
Corralejo,495,Cazadores,268,https://en.wikipedia.org/wiki/List_of_tequilas,TRUE,brands,5
Santa Rosa,18442,Belinda,185,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,5
Mr. Goodbar,193,Almond Joy,184,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,5
Cazadores,268,Don Julio,166,https://en.wikipedia.org/wiki/List_of_tequilas,TRUE,brands,5
Choice Hotels,588,Hilton Worldwide,164,https://en.wikipedia.org/wiki/List_of_chained-brand_hotels,TRUE,brands,5
Pueblo,18961,North Pole,154,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,5
Bontrager,394,Vredestein,152,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,5
Russian Standard,148,Svedka,141,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,5
Dannemann,1,Agio,127,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,5
Motrin,954,Nuprin,123,https://en.wikipedia.org/wiki/Ibuprofen_brand_names,TRUE,brands,5
Eden,55868,Taco Bell,89,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,5
Napa,25196,Herron,87,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,5
APAP,125,Acet,86,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,5
Rockford Fosgate,152,Digital Designs,79,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,5
Tyr,1241,ASICS,75,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,5
Everlast,1137,ASICS,75,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,5
Sobranie,113,Craven A,74,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,5
Olin,953,K2,72,https://en.wikipedia.org/wiki/List_of_ski_brands,TRUE,brands,5
Arturo Fuente,68,Hoyo de Monterrey,66,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,5
Tatuaje,,Aging Room,58,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,5
Cracker Jack,43,Smartfood,33,https://en.wikipedia.org/wiki/List_of_popcorn_brands,TRUE,brands,5
Everex,222,Maingear,32,https://en.wikipedia.org/wiki/List_of_laptop_brands_and_manufacturers,TRUE,brands,5
Mizuno,4416,Shimano,25,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,5
M&M's,8,Orbit Gum,18,https://en.wikipedia.org/wiki/List_of_top-selling_candy_brands,TRUE,brands,5
Maruti,4544,Bugatti,11,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,5
Pamol,12,Biogesic,11,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,5
Under Armour,17,ANTA,8,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,5
Hasselblad,1984,Minox,5,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,5
Bentley,41634,Chevron,4,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,5
Miracle Whip,313,Lunchables,4,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,5
McIntosh,18423,Teac,3,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,5
Centurion,94,Campagnolo,2,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,5
San Miguel,18117,Camacho,1,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,5
Gucci Pour Homme,0,Guerlain Homme,0,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,5
L'eau d'Issey,0,La Nuit De L'Homme,0,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,5
Canon,533,Hewlett-Packard,42815,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Philips,45573,AMD,38746,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
RCA,368,Braun,29438,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Rolls Royce,23745,Kia,21524,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,4
LG,31991,Hitachi,19714,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Orion,241,Fujitsu,18829,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Pueblo,18961,Winfield,18658,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,4
Ace +,75238,Panda,15826,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,4
Napa,25196,Panda,15826,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,4
Lark,331,HB,9839,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,4
Tango,147,Chunky,9598,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,4
Mayfair,12233,Sakura,9412,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,4
NorthWest,2371,Popov,9394,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,4
HTC,51,Zenith,8865,https://en.wikipedia.org/wiki/List_of_electronics_brands,FALSE,brands,4
Momentum,211314,Pain Relief,7897,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,4
Zenith,8865,Seagate,7764,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Aston Martin,8212,TAC,7754,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,4
Lark,331,Capri,7625,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,4
Sakura,9412,Capri,7625,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,4
Spalding,12175,Ashworth,7131,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,4
Tango,147,Duncan's,6358,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,4
Casio,57,Avaya,4676,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Micron Technology,30,Gigabyte,3343,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Schweppes,52,Mountain Dew,3133,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,4
Mizuno,4416,Topper,2966,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,4
Haier,28,Sandisk,2648,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Avanti,2237,Fratello,2141,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,4
Sandisk,2648,ECS,1955,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
ZTE,2128,ECS,1955,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Finlandia,1572,Polonaise,966,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,4
Dyson,21132,Sun Microsystems,813,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Wispa,1187,Yorkie,783,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,4
Honda,1626,Mitsubishi,747,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,4
Maxwell House,1511,Ritz Crackers,611,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,4
Clairol,16,Tampax,551,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,4
Vidal Sassoon,652,Tampax,551,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,4
Spanx,499,Agent Provocateur,493,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,4
Samsara,3,Poivre,486,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,4
Sigma,26625,Rollei,441,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,4
Cracker Jack,43,Poppycock,425,https://en.wikipedia.org/wiki/List_of_popcorn_brands,TRUE,brands,4
Hasselblad,1984,Vivitar,422,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,4
Rollei,441,Vivitar,422,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,4
Don Antonio,477,Don Fernando,396,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,4
Mars Bar,372,Bar One,353,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,4
Irn Bru,3,Inca Kola,297,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,4
Excel,34537,Certs,291,https://en.wikipedia.org/wiki/List_of_breath_mints,TRUE,brands,4
Tic Tac,671,Certs,291,https://en.wikipedia.org/wiki/List_of_breath_mints,TRUE,brands,4
Herron,87,Panadol,268,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,4
McIntosh,18423,Monster Cable,262,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,4
JVC,56,Monster Cable,262,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,4
Nakamichi,359,Monster Cable,262,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,4
Sting,34379,Reebok,247,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,4
Cadence,6256,Boston Acoustics,246,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,4
Playboy,32765,Valdez,222,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,4
Mavic,394,Sturmey Archer,186,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,4
Camacho,1,Belinda,185,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,4
Mr. Goodbar,193,Hershey bar,184,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,4
Almond Joy,184,Hershey bar,184,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,4
Jumeirah,2166,Hilton Worldwide,164,https://en.wikipedia.org/wiki/List_of_chained-brand_hotels,TRUE,brands,4
Finch,24819,GMC,155,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,4
Subaru,24154,GMC,155,https://en.wikipedia.org/wiki/List_of_car_brands,FALSE,brands,4
Grand Slam,1875,Tango,147,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,4
Rossignol,1866,Kneissl,118,https://en.wikipedia.org/wiki/List_of_ski_brands,TRUE,brands,4
Benelli,1226,Bersa,111,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,4
Kodak,44769,Polaroid,101,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,4
J'Adore,2,Lolita Lempicka,96,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,4
Farias,2261,Talavera,91,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,4
Knox,52873,Taco Bell,89,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,4
Sturmey Archer,186,SunTour,89,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,4
BenQ,3325,JBL,84,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Cheese Nips,99,Triscuit,81,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,4
Nat Sherman,72,Hoyo de Monterrey,66,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,4
CCM,58,ISC,52,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,4
Jacek,5175,Drifter,45,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,4
Casio,57,MSI,40,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
SGI,4792,MSI,40,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Gottex,186,Seafolly,39,https://en.wikipedia.org/wiki/List_of_swimwear_brands,TRUE,brands,4
TDK,3158,Koss,33,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,4
Oysho,55,Intimissimi,31,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,4
O'Neill,2525,H&M,23,https://en.wikipedia.org/wiki/List_of_swimwear_brands,TRUE,brands,4
Trident,16487,Orbit Gum,18,https://en.wikipedia.org/wiki/List_of_top-selling_candy_brands,TRUE,brands,4
Eau Sauvage,22,Vol de Nuit,18,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,4
Espolon,22,Casa Noble,17,https://en.wikipedia.org/wiki/List_of_tequilas,TRUE,brands,4
Macadamia,1558,Kit Kat,16,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,4
Madshus,28,Line Skis,13,https://en.wikipedia.org/wiki/List_of_ski_brands,TRUE,brands,4
Razzles,21,Fruit Stripe gum,11,https://en.wikipedia.org/wiki/List_of_chewing_gum_brands,TRUE,brands,4
Cuir de Russie,13,Dzing!,11,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,4
Michelin,263,Atala,9,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,4
Air Jordan,1147,ANTA,8,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,4
Spanx,499,Aristoc,7,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,4
In-A-Biskit,5,Chicken in a Biskit,4,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,4
Marriott International,21,Loews Hotels,3,https://en.wikipedia.org/wiki/List_of_chained-brand_hotels,TRUE,brands,4
Cinnabar,673,Samsara,3,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,4
Harman International Industries,226,Polk Audio,1,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,4
CK One Summer 11,0,CK One,0,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,4
Sobieski,27,Stolichnaya,,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,4
Momentum,211314,Ace +,75238,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,3
Renault,76155,Chevrolet,69521,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,3
Daytona,51129,Ram,47362,https://en.wikipedia.org/wiki/List_of_car_brands,FALSE,brands,3
Cadillac,36142,Jeep,26398,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,3
Gul,41993,Ping,23315,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,3
Cain,4,Tatiana,21871,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,3
Vargas,34296,Croix,19528,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,3
Playboy,32765,Croix,19528,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,3
Padilla,29221,Croix,19528,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,3
Croix,19528,Alamo,19219,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,3
LD,34542,Pueblo,18961,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,3
Santa Rosa,18442,San Miguel,18117,https://en.wikipedia.org/wiki/List_of_cigar_brands,FALSE,brands,3
TUC,1,Domino,17357,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,3
Finch,24819,Land Rover,15328,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,3
Subaru,24154,Land Rover,15328,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,3
Cisco Systems,185,Bose,14112,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
LD,34542,Vantage,13938,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,3
O'Neill,2525,Keel,13461,https://en.wikipedia.org/wiki/List_of_swimwear_brands,TRUE,brands,3
Camacho,1,Quorum,11731,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,3
After Eight,1,Maestro,9816,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,3
Grand Slam,1875,Chunky,9598,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,3
HTC,51,Clarion,8267,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Napa,25196,Pain Relief,7897,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,3
Polaris,7913,TAC,7754,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,3
Alfa Romeo,7778,TAC,7754,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,3
Fonseca,8386,Julio Cesar,7748,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,3
NorthWest,2371,Romanov,6887,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,3
Converse,96,Quechua,6715,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,3
UV,161,Vox,6639,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,3
Goya,91,Alhambra,6349,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,3
McIntosh,18423,Cadence,6256,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,3
Euphoria,17997,Fracas,6226,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,3
Barr,47651,Sprite,5279,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,3
Range Rover,5247,Hennessey,5193,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,3
Panasonic,0,Morel,5159,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,3
JVC,56,Morel,5159,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,3
Euphoria,17997,Apparition,5139,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,3
Electrolux,5947,Ricoh,4845,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Quintero,5194,Quesada,4767,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,3
Maserati,5282,Maruti,4544,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,3
Taurus,18862,Baikal,4285,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,3
Kyocera,47,Huawei,4259,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Mayfair,12233,Woodbine,4258,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,3
Leed,46,Dr Pepper,3864,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,3
Magnolia,15749,Dairy Queen,2928,https://en.wikipedia.org/wiki/List_of_ice_cream_brands,TRUE,brands,3
Haier,28,HCL,2341,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
HCL,2341,ZTE,2128,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Phase One,2765,Hasselblad,1984,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,3
Olin,953,Rossignol,1866,https://en.wikipedia.org/wiki/List_of_ski_brands,TRUE,brands,3
Lancia,7,Pagani,1798,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,3
Nuit,2292,Dolce Vita,1754,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,3
Nuit,2292,Omnia,1619,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,3
Tillamook,1795,Dreyer's,1586,https://en.wikipedia.org/wiki/List_of_ice_cream_brands,TRUE,brands,3
Snickers,95,Daim,1424,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,3
Milka,1393,Bournville,1343,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,3
Analog Devices,1497,Sennheiser,1329,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Grundig,1473,Sennheiser,1329,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Fanta,1977,Diet Pepsi,1269,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,3
Sunkist,1288,Diet Pepsi,1269,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,3
Sunkist,1288,Dasani,1256,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,3
Diet Pepsi,1269,Dasani,1256,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,3
Wispa,1187,Chomp,999,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,3
Fanta,1977,Lucozade,969,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,3
Moxie,1861,Fresca,967,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,3
Fresca,967,7 Up,945,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,3
Bushmaster,1493,Blaser,915,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,3
Mossberg,1135,Blaser,915,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,3
IBM,174355,Kingston,786,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Sebastian,78615,Pantene,716,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,3
Halls,78162,Tic Tac,671,https://en.wikipedia.org/wiki/List_of_breath_mints,TRUE,brands,3
Brooks,1495,Nike,642,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,3
Gerbe,598,Pretty Polly,588,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,3
Videocon,673,Vizio,574,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Knox,52873,Cadbury,544,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,3
Braun,29438,Bosch,535,https://en.wikipedia.org/wiki/List_of_electronics_brands,FALSE,brands,3
Zonda,499,Viewsonic,463,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Maidenform,446,Warnaco Group,441,https://en.wikipedia.org/wiki/List_of_lingerie_brands,TRUE,brands,3
GE,657,Vivitar,422,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,3
Slazenger,433,K-Swiss,413,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,3
Toblerone,472,Mars Bar,372,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,3
Realtek,5,Medion,289,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Lite-On,317,VIA Technologies,279,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Twix,9,Cadbury Dairy Milk,278,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,3
Mars Bar,372,Cadbury Dairy Milk,278,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,3
Pain Relief,7897,Panadol,268,https://en.wikipedia.org/wiki/Paracetamol_brand_names,FALSE,brands,3
Avid,36338,Michelin,263,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,FALSE,brands,3
Monster Cable,262,Boston Acoustics,246,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,3
Xerox,29146,Orion,241,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Febreze,325,Luvs,233,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,3
Atari,18236,Alfa,198,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,3
Keel,13461,Roxy,183,https://en.wikipedia.org/wiki/List_of_swimwear_brands,TRUE,brands,3
InterContinental Hotels Group,5,Whitbread plc,177,https://en.wikipedia.org/wiki/List_of_chained-brand_hotels,TRUE,brands,3
Maggi,2978,Wai Wai,172,https://en.wikipedia.org/wiki/List_of_instant_noodle_brands,TRUE,brands,3
Corzo,644,Don Julio,166,https://en.wikipedia.org/wiki/List_of_tequilas,TRUE,brands,3
