word_a,freq_a,word_b,freq_b,type,use_marker,d_type,count
Rolls Royce,23745,GMC,155,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,24
Sigma,26625,Polaroid,101,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,24
Sauza Tequila,99,Hornitos,92,https://en.wikipedia.org/wiki/List_of_tequilas,TRUE,brands,24
TSMC,77,Micron Technology,30,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,24
Dairy Queen,2928,Carvel,12,https://en.wikipedia.org/wiki/List_of_ice_cream_brands,TRUE,brands,24
Aventus,11,Bleu de Chanel,8,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,24
Sanyo,398,Teac,3,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,24
Motorola,67682,EMI,43633,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,23
Siemens,51558,EMI,43633,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,23
RCA,368,Dyson,21132,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,23
Braun,29438,Dyson,21132,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,23
Newport,129,Pueblo,18961,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,23
Panasonic,0,McIntosh,18423,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,23
Santa Rosa,18442,La Paz,17541,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,23
La Paz,17541,Veracruz,14791,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,23
McIntosh,18423,Kenwood,4184,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,23
Rejoice,11497,Pantene,716,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,23
L'Homme,938,Rive Gauche,635,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,23
Orion,241,Bosch,535,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,23
AVO,526,Montecristo,489,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,23
Polaroid,101,Vivitar,422,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,23
Panasonic,0,Nakamichi,359,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,23
Sachs,91746,Michelin,263,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,23
Panasonic,0,Monster Cable,262,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,23
RCA,368,Thorn,188,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,23
TDK,3158,Asus,23,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,23
Canon,533,EMI,43633,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,22
Sebastian,78615,Crest,31917,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,22
Raymond,144349,Dunlop,16248,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,22
NorthWest,2371,Chopin,15956,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,22
Lenovo,161,Zenith,8865,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,22
Panasonic,0,Cadence,6256,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,22
SR,75987,Beretta,4165,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,22
Pepsi Cola,40,Mountain Dew,3133,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,22
Kool-Aid,3125,Oreo,2982,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,22
Bushmaster,1493,Benelli,1226,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,22
Grated Parmesan cheese,1543,Ritz Crackers,611,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,22
Lite-On,317,Aopen,283,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,22
Kent,2335,North Pole,154,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,22
Bontrager,394,SunTour,89,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,22
Top Ramen,1,Maruchan,58,https://en.wikipedia.org/wiki/List_of_instant_noodle_brands,TRUE,brands,22
JVC,56,Teac,3,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,22
Gurkha,5686,Fuente,4996,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,21
BenQ,3325,TCL,3197,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,21
Daim,1424,Milka,1393,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,21
Velveeta,938,Cool Whip,548,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,21
Pepto-Bismol,645,Metamucil,394,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,21
Canada Dry,4,RC Cola,344,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,21
Mossberg,1135,Kel-Tec,2,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,21
Bristol,95,Renault,76155,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,19
Coca-Cola,848,Barr,47651,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,19
Ram,47362,Lyons,44435,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,19
Knox,52873,Cameo,32269,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,19
Marlboro,158,Winfield,18658,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,19
Mounds,524,Chunky,9598,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,19
Fila,3144,Titleist,2153,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,19
Steyr,2434,Blaser,915,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,19
Tassimo,255,Nabob,245,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,19
Braun,29438,Orion,241,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,19
Transcend,12244,Lenovo,161,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,19
K2,72,Dynastar,139,https://en.wikipedia.org/wiki/List_of_ski_brands,TRUE,brands,19
Hornitos,92,Tres Generaciones,57,https://en.wikipedia.org/wiki/List_of_tequilas,TRUE,brands,19
JBL,84,Asus,23,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,19
Sosa,42383,Cain,4,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,19
Michelin,263,Campagnolo,2,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,19
Qualcomm,142,BAE Systems,13557,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,18
Subaru,24154,Acura,11234,https://en.wikipedia.org/wiki/List_of_car_brands,FALSE,brands,18
Nvidia,5947,Ricoh,4845,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,18
Baikal,4285,Beretta,4165,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,18
Taurus,18862,MTs,3549,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,18
ZTE,2128,D-Link,1822,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,18
Nuit,2292,M7,1674,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,18
Steyr,2434,Mossberg,1135,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,18
Altoids,758,Tic Tac,671,https://en.wikipedia.org/wiki/List_of_breath_mints,TRUE,brands,18
Maxxis,514,Marzocchi,281,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,18
GE,657,Nikon,162,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,18
Teddy Grahams,84,Triscuit,81,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,18
Philadelphia Cream Cheese,9,Kraft Singles,73,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,18
Lenovo,161,AOC,65,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,18
Clevo,117,Maingear,32,https://en.wikipedia.org/wiki/List_of_laptop_brands_and_manufacturers,TRUE,brands,18
Playboy,32765,Cain,4,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,18
Bubblicious,114,Bubble Yum,,https://en.wikipedia.org/wiki/List_of_chewing_gum_brands,TRUE,brands,18
Knox,52873,Starbucks,41878,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,17
EMI,43633,AMD,38746,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,17
Crest,31917,Pepto-Bismol,645,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,17
Halls,78162,Certs,291,https://en.wikipedia.org/wiki/List_of_breath_mints,TRUE,brands,17
Motrin,954,Midol,134,https://en.wikipedia.org/wiki/Ibuprofen_brand_names,TRUE,brands,17
Allure,16735,Gaultier,54,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,17
Gigabyte Technology,,Elitegroup Computer Systems,52,https://en.wikipedia.org/wiki/List_of_laptop_brands_and_manufacturers,TRUE,brands,17
Epson,9164,HTC,51,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,17
Range Rover,5247,Bugatti,11,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,17
Kenwood,4184,Teac,3,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,17
Hyundai,55758,Hewlett-Packard,42815,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,16
Buick,3,Jeep,26398,https://en.wikipedia.org/wiki/List_of_car_brands,FALSE,brands,16
Avid,36338,Giro,26126,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,16
Cain,4,Croix,19528,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,16
Regent,327,Pueblo,18961,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,16
Starbucks,41878,Domino,17357,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,16
Epson,9164,Unisys,7635,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,16
Capri,7625,Doral,5753,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,16
MP,192544,Beretta,4165,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,16
Foxconn,3942,BenQ,3325,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,16
Perdomo,1615,Oliveros,1224,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,16
Diet Pepsi,1269,7 Up,945,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,16
Munchies,1194,S'mores,572,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,16
SRAM,1974,Cinelli,567,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,16
Hindustan,16586,Isuzu,511,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,16
Phase One,2765,Rollei,441,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,16
Rossignol,1866,Tecnica,274,https://en.wikipedia.org/wiki/List_of_ski_brands,TRUE,brands,16
JVC,56,Boston Acoustics,246,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,16
Starbucks,41878,Nabisco,197,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,16
Coca-Cola,848,Leed,46,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,16
InterContinental Hotels Group,5,Wyndham Worldwide,9,https://en.wikipedia.org/wiki/List_of_chained-brand_hotels,TRUE,brands,16
Lyons,44435,Chevron,4,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,16
Altoids,758,Ice Breakers,1,https://en.wikipedia.org/wiki/List_of_breath_mints,TRUE,brands,16
MP,192544,Taurus,18862,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,15
Alfa,198,Bose,14112,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,15
Puma,778,Brine,6519,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,15
JVC,56,Cadence,6256,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,15
Polaris,7913,Bajaj,5366,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,15
Mizuno,4416,Speedo,3736,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,15
BenQ,3325,TDK,3158,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,15
Planters,81,Kool-Aid,3125,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,15
Mitre,4222,Umbro,1691,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,15
Snickers,95,Macadamia,1558,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,15
Polaroid,101,Rollei,441,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,15
K2,72,Tecnica,274,https://en.wikipedia.org/wiki/List_of_ski_brands,TRUE,brands,15
Raymond,144349,Reebok,247,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,15
Panasonic,0,Boston Acoustics,246,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,15
Ambre,332,Mitsouko,194,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,15
Kraft Dinner,82,Kraft Macaroni and Cheese,76,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,15
Lululemon Athletica,95,Moncler,71,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,15
Amarige,37,Ysatis,36,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,15
MP,192544,Ruger,28,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,15
Avid,36338,Vittoria,26,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,15
Ram,47362,Chevron,4,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,15
Playboy,32765,Tatiana,21871,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,14
Magnolia,15749,Magnum,14723,https://en.wikipedia.org/wiki/List_of_ice_cream_brands,TRUE,brands,14
Bose,14112,3M,13539,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,14
Transcend,12244,Seagate,7764,https://en.wikipedia.org/wiki/List_of_electronics_brands,FALSE,brands,14
Seagate,7764,Unisys,7635,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,14
TAC,7754,SSC,5779,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,14
Lamborghini,6352,SSC,5779,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,14
Casio,57,Huawei,4259,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,14
Oxbow,2193,Billabong,1377,https://en.wikipedia.org/wiki/List_of_swimwear_brands,TRUE,brands,14
Centurion,94,Cinelli,567,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,14
Tylenol,45,Calpol,293,https://en.wikipedia.org/wiki/Paracetamol_brand_names,TRUE,brands,14
Ping,23315,Kappa,241,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,14
Ketel One,256,Svedka,141,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,14
Bubblicious,114,Hubba Bubba,76,https://en.wikipedia.org/wiki/List_of_chewing_gum_brands,TRUE,brands,14
Dynaudio,116,JL Audio,65,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,14
Lancia,7,Panoz,21,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,14
Nakamichi,359,Teac,3,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,14
Daytona,51129,Lyons,44435,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,13
Eden,55868,Liga,41441,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,13
Michelin,263,Giro,26126,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,13
Sosa,42383,Tatiana,21871,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,13
Padilla,29221,Alamo,19219,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,13
Raymond,144349,Adidas,17628,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,13
Eden,55868,Domino,17357,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,13
North Pole,154,Vantage,13938,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,13
Spalding,12175,SPECS,8458,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,13
Puma,778,Quechua,6715,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,13
NorthWest,2371,Vox,6639,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,13
Mizuno,4416,Fila,3144,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,13
Sigma,26625,Phase One,2765,https://en.wikipedia.org/wiki/List_of_digital_camera_brands,TRUE,brands,13
LG,31991,Sun Microsystems,813,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,13
Safeguard,649,Pantene,716,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,13
Realtek,5,VIA Technologies,279,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,13
Tang,75175,Nabisco,197,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,13
Orion,241,Thorn,188,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,13
San Miguel,18117,Bahia,184,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,13
Pepperidge Farm,99,Bimbo Bakeries,84,https://en.wikipedia.org/wiki/List_of_brand_name_breads,TRUE,brands,13
Nvidia,5947,Kyocera,47,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,13
Crystal Pepsi,94,Tab Clear,45,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,13
Choice Hotels,588,Wyndham Worldwide,9,https://en.wikipedia.org/wiki/List_of_chained-brand_hotels,TRUE,brands,13
GMC,155,Tesla,7,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,13
Vauxhall,14148,Tesla,7,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,13
Ascari,959,Mosler,6,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,13
Grand Slam,1875,After Eight,1,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,13
Breakaway,79445,After Eight,1,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,13
Maggi,2978,Top Ramen,1,https://en.wikipedia.org/wiki/List_of_instant_noodle_brands,TRUE,brands,13
MR,21573,Vargas,34296,https://en.wikipedia.org/wiki/List_of_cigar_brands,FALSE,brands,12
Mazda,32534,Jeep,26398,https://en.wikipedia.org/wiki/List_of_car_brands,FALSE,brands,12
CAO,32478,Tatiana,21871,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,12
Alfa,198,Acer,15541,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,12
GMC,155,Vauxhall,14148,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,12
Alba,17954,Bose,14112,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,12
BAE Systems,13557,3M,13539,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,12
Cisco Systems,185,Marconi,13146,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,12
Fuente,4996,Quesada,4767,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,12
Western Digital,2132,ZTE,2128,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,12
H&M,23,La Perla,975,https://en.wikipedia.org/wiki/List_of_swimwear_brands,TRUE,brands,12
Fanta,1977,Orangina,851,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,12
Tic Tac,671,Mentos,621,https://en.wikipedia.org/wiki/List_of_breath_mints,TRUE,brands,12
Vittoria,26,Cinelli,567,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,12
Maxwell House,1511,Cool Whip,548,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,12
Herradura,523,Corralejo,495,https://en.wikipedia.org/wiki/List_of_tequilas,TRUE,brands,12
Twix,9,Toblerone,472,https://en.wikipedia.org/wiki/List_of_chocolate_bar_brands,TRUE,brands,12
Morel,5159,Boston Acoustics,246,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,12
Onida,192,Voltas,183,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,12
Mavic,394,Vredestein,152,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,12
Rothmans,2218,Lucky Strike,44,https://en.wikipedia.org/wiki/List_of_cigarette_brands,TRUE,brands,12
Haier,28,Miele,28,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,12
TSMC,77,Asus,23,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,12
Lite-On,317,Realtek,5,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,12
Daytona,51129,Chevron,4,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,12
Holden,439,Chevron,4,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,12
Bushmaster,1493,Kel-Tec,2,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,12
Poppycock,425,Fiddle Faddle,,https://en.wikipedia.org/wiki/List_of_popcorn_brands,TRUE,brands,12
Tang,75175,Eden,55868,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,11
CAO,32478,Padilla,29221,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,11
Rolls Royce,23745,Hindustan,16586,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,11
Epson,9164,Zenith,8865,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,11
Lenovo,161,Clarion,8267,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,11
Zenith,8865,Wipro,5962,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,11
Aspen,0,Chantilly,4292,https://en.wikipedia.org/wiki/List_of_perfumes,TRUE,brands,11
SGI,4792,Huawei,4259,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,11
O'Neill,2525,Oxbow,2193,https://en.wikipedia.org/wiki/List_of_swimwear_brands,TRUE,brands,11
Mizuno,4416,Umbro,1691,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,11
Sebastian,78615,Vidal Sassoon,652,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,11
Milagro,1185,Corzo,644,https://en.wikipedia.org/wiki/List_of_tequilas,TRUE,brands,11
Easton,22194,Cinelli,567,https://en.wikipedia.org/wiki/List_of_bicycle_part_manufacturing_companies,TRUE,brands,11
RCA,368,Bosch,535,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,11
Corzo,644,Herradura,523,https://en.wikipedia.org/wiki/List_of_tequilas,TRUE,brands,11
Pantech,4,Oppo,415,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,11
Juicy Fruit,431,Dentyne,346,https://en.wikipedia.org/wiki/List_of_chewing_gum_brands,TRUE,brands,11
RC Cola,344,Cheerwine,269,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,11
Alba,17954,Alfa,198,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,11
Diadora,263,Ellesse,189,https://en.wikipedia.org/wiki/List_of_fitness_wear_brands,TRUE,brands,11
Bosch,535,Thorn,188,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,11
Veracruz,14791,Bahia,184,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,11
Changhong,1384,Funai,75,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,11
McIntosh,18423,JVC,56,https://en.wikipedia.org/wiki/List_of_car_audio_manufacturers_and_brands,TRUE,brands,11
Vax,2921,Miele,28,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,11
Smirnoff,3968,Sobieski,27,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,11
Maserati,5282,Bugatti,11,https://en.wikipedia.org/wiki/List_of_car_brands,FALSE,brands,11
Suzuki,65414,Chevron,4,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,11
Steyr,2434,Kel-Tec,2,https://en.wikipedia.org/wiki/List_of_firearm_brands,TRUE,brands,11
Cadbury,544,TUC,1,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,11
Miracle Whip,313,Grey Poupon,1,https://en.wikipedia.org/wiki/List_of_Kraft_brands,TRUE,brands,11
Nehi,176,Diet Rite,1,https://en.wikipedia.org/wiki/List_of_brand_name_soft_drink_products,TRUE,brands,11
Finlandia,1572,Stolichnaya,,https://en.wikipedia.org/wiki/List_of_vodkas,TRUE,brands,11
Volkswagen,676,Mini,49695,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,9
Fiat,571,Lyons,44435,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,9
MR,21573,Sosa,42383,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,9
Nokia,728,AMD,38746,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,9
Vargas,34296,CAO,32478,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,9
Braun,29438,Xerox,29146,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,9
Mercedes-Benz,537,Lexus,24863,https://en.wikipedia.org/wiki/List_of_car_brands,TRUE,brands,9
Valdez,222,Tatiana,21871,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,9
Braun,29438,Hitachi,19714,https://en.wikipedia.org/wiki/List_of_electronics_brands,TRUE,brands,9
Vargas,34296,Alamo,19219,https://en.wikipedia.org/wiki/List_of_cigar_brands,TRUE,brands,9
Safeguard,649,Rejoice,11497,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,9
Crest,31917,Rejoice,11497,https://en.wikipedia.org/wiki/List_of_Procter_%26_Gamble_brands,TRUE,brands,9
