name,source,type
GTX 965M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K5000,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
R7 265,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Sapphire R7 265 2GB Dual-X,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI R7 265 2GB OC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 760 (192-bit),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 775M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 590 (SLI Disabled),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 7850,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 6970,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 7790,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
R7 260X,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
SAPPHIRE R7 260X 2GB OC 2x DVI,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
SAPPHIRE R7 260X 2GB OC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
XFX 260X 2GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI R7 260X 2GB OC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
R9 M290X,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 480,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 7970M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 6990 (Crossfire Disabled),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 570,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K5100M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 560 Ti (448 Core LE),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
R7 360,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI R7 360 2G OC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Sapphire R7 360 2GB OC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Sapphire R7 360 2GB NITRO,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte R7 360 2GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte R7 360 2GB V2,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
XFX R7 360 2GB 360P,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Asus R7 360 2GB OC V2,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 650 Ti Boost,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 680M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 6950,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 750 Ti,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 750 Ti 2GB SC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
ASUS GTX 750 Ti 2GB OC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 750 Ti 2GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 750 Ti 2GB Gaming,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 750 Ti 2GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 750 Ti 2GB FTW,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 750 Ti 2GB OC 2,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 750 Ti 2GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 8950,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 560 Ti,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
RemoteFX Graphics Device - WDDM,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
RX 550,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 5870,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 960M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 470,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 770M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
FirePro M6100 (FireGL V),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 560 Ti-OEM,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K2200,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
SVGA 3D,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 650 Ti,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 860M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 750,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 750 1GB Dual-Link,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 750 1GB Dual-Link SC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 675MX,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GT 1030,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K5000M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 6870,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 5970 (Crossfire Disabled),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
FirePro V7900 (FireGL V),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 850M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 950M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K4000,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 560,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 7770,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 5850,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 460 v2,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
R7 250X,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 460,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 465,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 765M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 8760,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K1200,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 485M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 560 SE,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Iris Pro 580 (Mobile Skylake),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 675M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 555,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 670MX,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 5830,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 6850,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro 5000,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Iris Pro HD 6200 (Desktop),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K3100M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 580M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K4000M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 760M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 460 SE,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K620,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 670M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 645,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 6790,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 4890,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 6970M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 745 (OEM),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 5770,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EAH6770,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 550 Ti,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 755M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 7800M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 650,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 6770,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 480M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 570M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
FirePro M5100 (FireGL V),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
R7 250E,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
R9 M370X,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
FirePro M8900,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
FirePro M6000,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
R7 250,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 740,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 7750,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Iris 550 (Mobile Skylake),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 750M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 4870,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 940M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K2000,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Iris 540 (Mobile Skylake),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 660M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro 4000,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 840M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
FirePro V5800 (FireGL V),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 295 (SLI Disabled),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K3000M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTS 450,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro 4000M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 285,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 5750,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Mobility Radeon HD 5870,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 560M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
FirePro V5900 (FireGL V),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K2100M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 275,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
UHD Graphics 630 (Desktop Coffee Lake),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 4850,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 4850-X2,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 6700,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 7700M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Iris Pro HD 6100 (Mobile),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Display Adapter (WDDM),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 745M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 4770,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 640,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Iris Pro HD 5200 (V1 Mobile 1.15 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 280,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 7730,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 460M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 650M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 4800,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro FX 5800,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon R7 Graphics,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 630 (Desktop Kaby Lake),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 8570,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 6000 (Mobile),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Iris Pro HD 5200 (V2 Mobile 1.2 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro 2000,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
FirePro M7740,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 260,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 545,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 830M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 530 (Desktop Skylake),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 9800 GTX,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro 3000M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Mobility Radeon HD 5850,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTS 250,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K2000M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
R7 240,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD P530 (Server Skylake),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 740M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 635,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 8800 GTS-512,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 6670,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 7670,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro FX 3800,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 620 (Mobile Kaby Lake),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon  HD 6770M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 640M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K1100M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTS 240,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
FirePro V4800 (FireGL V),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 5670,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 6700M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 530 (Mobile Skylake),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 3870,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 520 (Mobile Skylake),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 8800 GT,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 8650G,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 285M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 445M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 280M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 7660D,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 6730M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 8670D,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 7570,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 730,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro FX 3800M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 6750M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro 2000M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Iris Pro HD 5100 (Mobile 1.1 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 555M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 9800 GT,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 8800 GTX,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 3800,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro FX 3700M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 5500 (Mobile 0.95 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 6570,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 7660G,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD Graphics P4600,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 8800 GS,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 4600 (Desktop 1.25 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 7670M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro FX 3700,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Mobility Radeon HD 3870-X2 (Crossfire Disabled),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 5000 (Mobile 1.0/1.1 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 5570,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 6630M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 7600M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro FX 2800M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 440,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 515 (Mobile Skylake),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Mobility Radeon HD 5730,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTX 260M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 820M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K600,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 8610G,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 8570D,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 9600 GT,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 7560D,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
NVS 5400M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 610 (Desktop Kaby Lake),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro K1000M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GTS 360M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 7650M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 8800 GTS,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 630,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD 4600 (Mobile 1.15 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 710M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 240,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 720M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 8550G,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Mobility Radeon HD 4670,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro FX 4600,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 550M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
HD P4000 (Server 1.25 GHz),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 635M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT 630M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
NVS 510,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce GT620M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 6550D,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 9800M GTS,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 4670,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 7500M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
